recipe_title,description,category,tags,emoji,servings,cook_time_min,ingredient_1_name,ingredient_1_qty,ingredient_1_unit,ingredient_1_category,ingredient_1_optional,ingredient_2_name,ingredient_2_qty,ingredient_2_unit,ingredient_2_category,ingredient_2_optional,ingredient_3_name,ingredient_3_qty,ingredient_3_unit,ingredient_3_category,ingredient_3_optional,ingredient_4_name,ingredient_4_qty,ingredient_4_unit,ingredient_4_category,ingredient_4_optional,ingredient_5_name,ingredient_5_qty,ingredient_5_unit,ingredient_5_category,ingredient_5_optional,step_1,step_2,step_3,step_4,step_5,notes
Banana Rice Porridge,"Soft, digestible carbs for early sessions.",breakfast,high_carb|quick|training_day,🥯,1,10,jasmine rice,90.0,g,carb,0,water,320.0,ml,pantry,0,banana,150.0,g,produce,0,honey,15.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Bring water to a boil.,Step 2: Add rice and reduce heat.,Step 3: Cook until very soft.,Step 4: Stir in fruit and seasoning.,Step 5: Sweeten lightly and serve.,Prep: 4 min. Cook: 6 min. Easy on digestion before intervals.
Banana Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,high_carb|post_workout,🥣,1,11,instant oats,90.0,g,carb,0,banana,150.0,g,produce,0,water,280.0,ml,pantry,0,jam,15.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 6 min. Cook: 5 min. Good post-session recovery.
Apple Rice Porridge,"Soft, digestible carbs for early sessions.",breakfast,high_carb|post_workout,🍞,1,11,white rice,90.0,g,carb,0,water,320.0,ml,pantry,0,apple,150.0,g,produce,0,honey,15.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Bring water to a boil.,Step 2: Add rice and reduce heat.,Step 3: Cook until very soft.,Step 4: Stir in fruit and seasoning.,Step 5: Sweeten lightly and serve.,Prep: 3 min. Cook: 8 min. Easy on digestion before intervals.
Eggs and Bell Pepper Toast,Savory breakfast with carbs plus protein.,breakfast,high_carb|quick|training_day,🍯,1,6,eggs,2.0,unit,protein,0,bagel,90.0,g,carb,0,bell pepper,160.0,g,produce,0,olive oil,10.0,ml,fat,1,salt,1.0,g,pantry,1,Step 1: Toast the bread.,Step 2: Heat oil in a pan.,Step 3: Cook vegetables until tender.,Step 4: Scramble eggs and season.,Step 5: Serve eggs over toast.,Prep: 3 min. Cook: 3 min. Good pre-session energy.
Pear Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,fiber|balanced,🍌,1,17,rolled oats,70.0,g,carb,0,pear,150.0,g,produce,0,water,220.0,ml,pantry,0,jam,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 6 min. Cook: 11 min. Easy on digestion before intervals.
Mango Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,balanced|quick,🫐,1,5,Greek yogurt,200.0,g,dairy,0,granola,70.0,g,carb,0,mango,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 4 min. Cook: 1 min. Easy on digestion before intervals.
Overnight Oats with Berries,No-cook breakfast for early training mornings.,breakfast,comfort|high_carb,🍯,1,8,rolled oats,80.0,g,carb,0,skim milk,220.0,ml,dairy,0,berries,150.0,g,produce,0,honey,10.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Combine oats and milk in a jar.,Step 2: Add cinnamon and stir.,Step 3: Refrigerate overnight.,Step 4: Top with fruit.,Step 5: Add honey if desired.,Prep: 6 min. Cook: 2 min. Easy on digestion before intervals.
Eggs and Mushrooms Toast,Savory breakfast with carbs plus protein.,breakfast,high_carb|quick|training_day,🍞,1,11,eggs,2.0,unit,protein,0,bread,90.0,g,carb,0,mushrooms,160.0,g,produce,0,olive oil,10.0,ml,fat,1,salt,1.0,g,pantry,1,Step 1: Toast the bread.,Step 2: Heat oil in a pan.,Step 3: Cook vegetables until tender.,Step 4: Scramble eggs and season.,Step 5: Serve eggs over toast.,Prep: 3 min. Cook: 8 min. Add extra fluids on hot days.
Overnight Oats with Banana,No-cook breakfast for early training mornings.,breakfast,balanced|quick,🍎,1,6,rolled oats,80.0,g,carb,0,skim milk,220.0,ml,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Combine oats and milk in a jar.,Step 2: Add cinnamon and stir.,Step 3: Refrigerate overnight.,Step 4: Top with fruit.,Step 5: Add honey if desired.,Prep: 6 min. Cook: 0 min. Good pre-session energy.
Semolina Bowl with Pear,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|post_workout,🥞,1,7,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,pear,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 6 min. Cook: 1 min. Add extra fluids on hot days.
Eggs and Tomato Toast,Savory breakfast with carbs plus protein.,breakfast,fiber|balanced,🍯,1,20,eggs,2.0,unit,protein,0,whole wheat bread,130.0,g,carb,0,tomato,160.0,g,produce,0,olive oil,10.0,ml,fat,1,salt,1.0,g,pantry,1,Step 1: Toast the bread.,Step 2: Heat oil in a pan.,Step 3: Cook vegetables until tender.,Step 4: Scramble eggs and season.,Step 5: Serve eggs over toast.,Prep: 3 min. Cook: 17 min. Easy on digestion before intervals.
Banana Rice Porridge,"Soft, digestible carbs for early sessions.",breakfast,high_carb|post_workout,🥯,1,18,white rice,90.0,g,carb,0,water,320.0,ml,pantry,0,banana,150.0,g,produce,0,honey,15.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Bring water to a boil.,Step 2: Add rice and reduce heat.,Step 3: Cook until very soft.,Step 4: Stir in fruit and seasoning.,Step 5: Sweeten lightly and serve.,Prep: 7 min. Cook: 11 min. Add extra fluids on hot days.
Oat Pancakes with Apple,Pancakes with endurance-friendly carbs.,breakfast,high_carb|quick|training_day,🥯,1,12,rolled oats,80.0,g,carb,0,eggs,1.0,unit,protein,0,apple,150.0,g,produce,0,milk,90.0,ml,dairy,1,baking powder,3.0,g,pantry,1,"Step 1: Mix oats, egg, and milk.",Step 2: Stir in baking powder.,Step 3: Heat a nonstick pan.,Step 4: Cook batter until set and flip.,Step 5: Top with fruit and serve.,Prep: 2 min. Cook: 10 min. Good pre-session energy.
Semolina Bowl with Banana,"Creamy, carb-forward breakfast with easy digestion.",breakfast,fiber|balanced,🍯,1,8,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 5 min. Cook: 3 min. Good post-session recovery.
Semolina Bowl with Strawberries,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|quick|training_day,🥣,1,12,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 5 min. Cook: 7 min. Easy on digestion before intervals.
Oat Pancakes with Strawberries,Pancakes with endurance-friendly carbs.,breakfast,high_carb|quick|training_day,🍌,1,7,rolled oats,80.0,g,carb,0,eggs,1.0,unit,protein,0,strawberries,150.0,g,produce,0,milk,90.0,ml,dairy,1,baking powder,3.0,g,pantry,1,"Step 1: Mix oats, egg, and milk.",Step 2: Stir in baking powder.,Step 3: Heat a nonstick pan.,Step 4: Cook batter until set and flip.,Step 5: Top with fruit and serve.,Prep: 7 min. Cook: 1 min. Add extra fluids on hot days.
Pear Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,high_carb|post_workout,🍌,1,10,low-fat yogurt,250.0,g,dairy,0,cornflakes,70.0,g,carb,0,pear,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 3 min. Cook: 10 min. Great for glycogen topping-up.
Mango Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,high_carb|post_workout,🫐,1,14,rolled oats,80.0,g,carb,0,mango,150.0,g,produce,0,water,280.0,ml,pantry,0,honey,20.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 2 min. Cook: 12 min. Add extra fluids on hot days.
Semolina Bowl with Strawberries,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|quick|training_day,🍞,1,9,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 2 min. Cook: 7 min. Good post-session recovery.
Berries Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,comfort|high_carb,🥯,1,8,low-fat yogurt,250.0,g,dairy,0,cornflakes,70.0,g,carb,0,berries,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 7 min. Cook: 1 min. Great for glycogen topping-up.
Eggs and Mushrooms Toast,Savory breakfast with carbs plus protein.,breakfast,comfort|high_carb,🍌,1,11,eggs,2.0,unit,protein,0,bread,110.0,g,carb,0,mushrooms,160.0,g,produce,0,olive oil,10.0,ml,fat,1,salt,1.0,g,pantry,1,Step 1: Toast the bread.,Step 2: Heat oil in a pan.,Step 3: Cook vegetables until tender.,Step 4: Scramble eggs and season.,Step 5: Serve eggs over toast.,Prep: 4 min. Cook: 7 min. Good pre-session energy.
Banana Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,high_carb|post_workout,🍚,1,19,rolled oats,70.0,g,carb,0,banana,180.0,g,produce,0,water,280.0,ml,pantry,0,honey,15.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 4 min. Cook: 15 min. Good post-session recovery.
Strawberries Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,high_carb|post_workout,🍓,1,10,low-fat yogurt,200.0,g,dairy,0,granola,60.0,g,carb,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 2 min. Cook: 11 min. Easy on digestion before intervals.
Berries Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,high_carb|post_workout,🫐,1,19,instant oats,80.0,g,carb,0,berries,120.0,g,produce,0,water,250.0,ml,pantry,0,jam,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 5 min. Cook: 14 min. Easy on digestion before intervals.
Pear Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,high_carb|quick|training_day,🍯,1,10,low-fat yogurt,250.0,g,dairy,0,granola,60.0,g,carb,0,pear,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 2 min. Cook: 15 min. Great for glycogen topping-up.
Eggs and Mushrooms Toast,Savory breakfast with carbs plus protein.,breakfast,balanced|quick,🍎,1,7,eggs,2.0,unit,protein,0,bread,90.0,g,carb,0,mushrooms,160.0,g,produce,0,olive oil,10.0,ml,fat,1,salt,1.0,g,pantry,1,Step 1: Toast the bread.,Step 2: Heat oil in a pan.,Step 3: Cook vegetables until tender.,Step 4: Scramble eggs and season.,Step 5: Serve eggs over toast.,Prep: 4 min. Cook: 3 min. Good post-session recovery.
Strawberries Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,high_carb|post_workout,🥯,1,14,instant oats,70.0,g,carb,0,strawberries,150.0,g,produce,0,water,250.0,ml,pantry,0,jam,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 7 min. Cook: 7 min. Great for glycogen topping-up.
Oat Pancakes with Banana,Pancakes with endurance-friendly carbs.,breakfast,high_carb|post_workout,🥯,1,17,rolled oats,80.0,g,carb,0,eggs,1.0,unit,protein,0,banana,150.0,g,produce,0,milk,90.0,ml,dairy,1,baking powder,3.0,g,pantry,1,"Step 1: Mix oats, egg, and milk.",Step 2: Stir in baking powder.,Step 3: Heat a nonstick pan.,Step 4: Cook batter until set and flip.,Step 5: Top with fruit and serve.,Prep: 6 min. Cook: 11 min. Add extra fluids on hot days.
Banana Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,balanced|quick,🍎,1,19,instant oats,70.0,g,carb,0,banana,150.0,g,produce,0,water,250.0,ml,pantry,0,honey,15.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 6 min. Cook: 13 min. Great for glycogen topping-up.
Pear Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,comfort|high_carb,🍞,1,10,low-fat yogurt,250.0,g,dairy,0,muesli,80.0,g,carb,0,pear,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 7 min. Cook: 6 min. Easy on digestion before intervals.
Semolina Bowl with Apple,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|quick|training_day,🍎,1,8,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,apple,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 3 min. Cook: 5 min. Great for glycogen topping-up.
Apple Rice Porridge,"Soft, digestible carbs for early sessions.",breakfast,comfort|high_carb,🫐,1,12,jasmine rice,90.0,g,carb,0,water,320.0,ml,pantry,0,apple,150.0,g,produce,0,honey,15.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Bring water to a boil.,Step 2: Add rice and reduce heat.,Step 3: Cook until very soft.,Step 4: Stir in fruit and seasoning.,Step 5: Sweeten lightly and serve.,Prep: 5 min. Cook: 7 min. Easy on digestion before intervals.
Banana Rice Porridge,"Soft, digestible carbs for early sessions.",breakfast,balanced|quick,🥞,1,12,white rice,90.0,g,carb,0,water,320.0,ml,pantry,0,banana,150.0,g,produce,0,honey,15.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Bring water to a boil.,Step 2: Add rice and reduce heat.,Step 3: Cook until very soft.,Step 4: Stir in fruit and seasoning.,Step 5: Sweeten lightly and serve.,Prep: 2 min. Cook: 10 min. Great for glycogen topping-up.
Banana Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,high_carb|post_workout,🥞,1,10,low-fat yogurt,250.0,g,dairy,0,cornflakes,70.0,g,carb,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 4 min. Cook: 12 min. Add extra fluids on hot days.
Semolina Bowl with Banana,"Creamy, carb-forward breakfast with easy digestion.",breakfast,balanced|quick,🍚,1,11,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 5 min. Cook: 6 min. Easy on digestion before intervals.
Eggs and Tomato Toast,Savory breakfast with carbs plus protein.,breakfast,fiber|balanced,🍞,1,16,eggs,2.0,unit,protein,0,whole wheat bread,110.0,g,carb,0,tomato,160.0,g,produce,0,olive oil,10.0,ml,fat,1,salt,1.0,g,pantry,1,Step 1: Toast the bread.,Step 2: Heat oil in a pan.,Step 3: Cook vegetables until tender.,Step 4: Scramble eggs and season.,Step 5: Serve eggs over toast.,Prep: 3 min. Cook: 13 min. Add extra fluids on hot days.
Overnight Oats with Banana,No-cook breakfast for early training mornings.,breakfast,comfort|high_carb,🍎,1,8,rolled oats,80.0,g,carb,0,skim milk,220.0,ml,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,cinnamon,2.0,g,pantry,1,Step 1: Combine oats and milk in a jar.,Step 2: Add cinnamon and stir.,Step 3: Refrigerate overnight.,Step 4: Top with fruit.,Step 5: Add honey if desired.,Prep: 6 min. Cook: 2 min. Good post-session recovery.
Oat Pancakes with Strawberries,Pancakes with endurance-friendly carbs.,breakfast,comfort|high_carb,🥣,1,9,rolled oats,80.0,g,carb,0,eggs,1.0,unit,protein,0,strawberries,150.0,g,produce,0,milk,90.0,ml,dairy,1,baking powder,3.0,g,pantry,1,"Step 1: Mix oats, egg, and milk.",Step 2: Stir in baking powder.,Step 3: Heat a nonstick pan.,Step 4: Cook batter until set and flip.,Step 5: Top with fruit and serve.,Prep: 2 min. Cook: 7 min. Good post-session recovery.
Pineapple Oat Bowl,Carb-forward oats for steady morning energy.,breakfast,comfort|high_carb,🍌,1,17,rolled oats,70.0,g,carb,0,pineapple,120.0,g,produce,0,water,220.0,ml,pantry,0,honey,20.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Bring water to a simmer.,Step 2: Stir in oats.,Step 3: Cook until creamy.,Step 4: Top with fruit and sweetener.,Step 5: Add a pinch of salt and serve.,Prep: 6 min. Cook: 11 min. Good post-session recovery.
Semolina Bowl with Banana,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|quick|training_day,🍌,1,19,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 2 min. Cook: 17 min. Add extra fluids on hot days.
Oat Pancakes with Apple,Pancakes with endurance-friendly carbs.,breakfast,balanced|quick,🍓,1,12,rolled oats,80.0,g,carb,0,eggs,1.0,unit,protein,0,apple,150.0,g,produce,0,milk,90.0,ml,dairy,1,baking powder,3.0,g,pantry,1,"Step 1: Mix oats, egg, and milk.",Step 2: Stir in baking powder.,Step 3: Heat a nonstick pan.,Step 4: Cook batter until set and flip.,Step 5: Top with fruit and serve.,Prep: 6 min. Cook: 6 min. Good pre-session energy.
Semolina Bowl with Banana,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|quick|training_day,🍞,1,18,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 7 min. Cook: 11 min. Good pre-session energy.
Pineapple Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,high_carb|post_workout,🍚,1,10,Greek yogurt,200.0,g,dairy,0,cornflakes,80.0,g,carb,0,pineapple,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 5 min. Cook: 6 min. Easy on digestion before intervals.
Mango Yogurt Crunch,Fast bowl with carbs and protein for training days.,breakfast,comfort|high_carb,🫐,1,10,Greek yogurt,200.0,g,dairy,0,muesli,70.0,g,carb,0,mango,150.0,g,produce,0,honey,10.0,g,pantry,1,almonds,15.0,g,fat,1,Step 1: Add yogurt to a bowl.,Step 2: Top with cereal.,Step 3: Add fruit.,Step 4: Add honey if desired.,Step 5: Finish with nuts and eat.,Prep: 4 min. Cook: 9 min. Great for glycogen topping-up.
Semolina Bowl with Strawberries,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|post_workout,🥯,1,14,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 2 min. Cook: 12 min. Good pre-session energy.
Semolina Bowl with Strawberries,"Creamy, carb-forward breakfast with easy digestion.",breakfast,high_carb|post_workout,🥯,1,18,semolina,80.0,g,carb,0,milk,260.0,ml,dairy,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,salt,1.0,g,pantry,1,Step 1: Heat milk in a saucepan.,Step 2: Whisk in semolina.,Step 3: Cook until thick.,Step 4: Top with fruit.,Step 5: Add honey and serve.,Prep: 2 min. Cook: 16 min. Easy on digestion before intervals.
